module_code,course_title,industry,industry_others,occupation,other_occupations_title
LSM2101,Statics And Mechanics Of Materials,Non Applicable based on skip pattern,,"Others, please provide job title and description",EXECUTIVE
PL1101E,Electrical Engineering,Non Applicable based on skip pattern,,"Others, please provide job title and description",EXECUTIVE
SSA2204,Fundamentals of Biochemistry,Non Applicable based on skip pattern,,"Others, please provide job title and description",EXECUTIVE
PC1431,NUS Data Protection & PDPA Guidelines,Non Applicable based on skip pattern,,"Others, please provide job title and description",EXECUTIVE
GER1000,Programming Methodology,Non Applicable based on skip pattern,,"Others, please provide job title and description",EXECUTIVE
PL3232,Programming for Computer Interfaces,Non Applicable based on skip pattern,,"Others, please provide job title and description",EXECUTIVE
CH1101E,Management Science,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
CS2100,The Evolution of a Global City-State,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
EC1301,Financial Accounting,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
PC1221,Regression Analysis,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
MA1511,Differential Equations for Engineering,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
FIN2004,Singapore Society,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
EG2401,Principles of Economics,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
EG2401,Principles of Economics,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LAJ1201,DOCTORAL SEMINARS,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PL3236,French 1,Non Applicable based on skip pattern,,"Others, please provide job title and description",
NCC1000,Metabolism and Regulation,Non Applicable based on skip pattern,,"Others, please provide job title and description",
ME6999,Quality Engineering I,Non Applicable based on skip pattern,,"Others, please provide job title and description",
ME4101,Project,Non Applicable based on skip pattern,,"Others, please provide job title and description",
NM2216,CORPORATE STRATEGY,Non Applicable based on skip pattern,,"Others, please provide job title and description",
SN1101E,Government and Politics of Singapore,Non Applicable based on skip pattern,,Chemical Engineer,
LAJ1201,DOCTORAL SEMINARS,Non Applicable based on skip pattern,,Chemical Engineer,
SSA2202,Japanese 2,Non Applicable based on skip pattern,,Chemical Engineer,
PL1101E,Electrical Engineering,Non Applicable based on skip pattern,,Chemical Engineer,
CE3116,Physicochemical Principles of Drug Action,Non Applicable based on skip pattern,,Chemical Engineer,
LSM3212,Engineering Electromagnetics,Non Applicable based on skip pattern,,Chemical Engineer,
CS1010E,Principles of Marketing,Non Applicable based on skip pattern,,Chemical Engineer,
LSM2101,Statics And Mechanics Of Materials,Non Applicable based on skip pattern,,Registered Nurse,SOCIAL WORKER
NM1101E,Asking Questions,Non Applicable based on skip pattern,,Registered Nurse,SOCIAL WORKER
PL3239,Popular Culture in Singapore,Non Applicable based on skip pattern,,Registered Nurse,SOCIAL WORKER
CE2409,Electronics,Non Applicable based on skip pattern,,Registered Nurse,SOCIAL WORKER
LSM3223,Entrepreneurship,Non Applicable based on skip pattern,,Registered Nurse,SOCIAL WORKER
ACC3606,Psychology in Everyday Life,Non Applicable based on skip pattern,,Registered Nurse,SOCIAL WORKER
PR2101,Dosage Form Design III,Non Applicable based on skip pattern,,Registered Nurse,SOCIAL WORKER
LAJ1201,DOCTORAL SEMINARS,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
MNO2007,Design and Analysis of Algorithms,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
ST2131,Cell Biology,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
IT1004,Research Methodology,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
BSP1004X,Pharmacy Law,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
AR1721,Workplace Readiness,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
PX3108,Singapore Film: Performance of Identity,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
CG2271,Evidence (A),Non Applicable based on skip pattern,,"Others, please provide job title and description",
BFS1001,Methods of Social Research,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CM1501,Critical Thinking And Writing,Non Applicable based on skip pattern,,"Others, please provide job title and description",
EL1101E,General Biology,Non Applicable based on skip pattern,,"Others, please provide job title and description",
NCC1001,Social Work: A Heart-Head-Hand Connection,Non Applicable based on skip pattern,,"Others, please provide job title and description",
GE2220,Instrumental Analysis II,Non Applicable based on skip pattern,,"Others, please provide job title and description",
MD5140,Game Theory & Applications to Economics,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CS1020,English for Academic Purposes,Non Applicable based on skip pattern,,Research and Development Manager,
DSC2006,Managerial Economics,Non Applicable based on skip pattern,,Research and Development Manager,
ME2142,Fundamentals of Physics II,Non Applicable based on skip pattern,,Research and Development Manager,
EC2101,The Nature of Language,Non Applicable based on skip pattern,,Research and Development Manager,
LSM2101,Statics And Mechanics Of Materials,Non Applicable based on skip pattern,,Research and Development Manager,
MA1521,Intermediate Fluid Mechanics,Non Applicable based on skip pattern,,Research and Development Manager,
MA1101R,Making Sense of Society,Non Applicable based on skip pattern,,Research and Development Manager,
CM1501,Critical Thinking And Writing,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
SC2204,Systems Design Project,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
ES2002,Fluid Mechanics I,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
MA1505,Quantitative Reasoning,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
DP1001,Mathematics I,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
CN3109,Advanced Experiments In Organic & Inorganic Chemistry,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
SC2204,Systems Design Project,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
GE2204,Introduction to Circuits and Systems,Non Applicable based on skip pattern,,Manufacturing Engineer,
NCC1000,Metabolism and Regulation,Non Applicable based on skip pattern,,Manufacturing Engineer,
ME2121,Introduction to Computer Networks,Non Applicable based on skip pattern,,Manufacturing Engineer,
NM1101E,Asking Questions,Non Applicable based on skip pattern,,Manufacturing Engineer,
LAC1201,Social Psychology,Non Applicable based on skip pattern,,Manufacturing Engineer,
LAC2201,Reading Visual Images,Non Applicable based on skip pattern,,Manufacturing Engineer,
GEM2901,Heat Transfer,Non Applicable based on skip pattern,,Manufacturing Engineer,
GEK1510,Physical Pharmacy,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CS3240,Introduction to Classical Mechanics,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CS2105,Research and Statistical Methods I,Non Applicable based on skip pattern,,"Others, please provide job title and description",
NCC1000,Metabolism and Regulation,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PF1104,History & Theory Of Western Architecture,Non Applicable based on skip pattern,,"Others, please provide job title and description",
GL1101E,Public Finance,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LSM1301,Introduction to Psychology,Non Applicable based on skip pattern,,"Others, please provide job title and description",
GER1000,Programming Methodology,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
CS1010E,Principles of Marketing,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
ACC1701,Entrepreneurial Marketing,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
BSP2005,Introduction to Statistics,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
EC2101,The Nature of Language,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
ME3101,Linear Algebra II,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
GEK1012,Environmental Science for Building,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
MNO1001,Finance,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PL3235,Quantitative Methods for Economic Analysis,Non Applicable based on skip pattern,,"Others, please provide job title and description",
EL1101E,General Biology,Non Applicable based on skip pattern,,"Others, please provide job title and description",
LAJ2201,Managerial Accounting,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PH1101E,German 2,Non Applicable based on skip pattern,,"Others, please provide job title and description",
CM2142,Heat & Mass Transfer,Non Applicable based on skip pattern,,"Others, please provide job title and description",
PC1322,"South Asia : People, Culture, Develop'm",Non Applicable based on skip pattern,,"Others, please provide job title and description",
EE4001,German 1,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
PL3232,Programming for Computer Interfaces,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
MA1506,Mathematics II,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
EC3333,Mechanics Of Materials I,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
NM2201,Korean 1,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
DSC2008,Natural Heritage of Singapore,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
CS3241,Digital Design,Non Applicable based on skip pattern,,Non Applicable based on skip pattern,
DSC2008,Natural Heritage of Singapore,Oilfield and gasfield Manufacturing manufacturing,,Electronic Engineer,SOCIAL WORKER
IS1105,Visualisation in Design and Technology,Oilfield and gasfield Manufacturing manufacturing,,Electronic Engineer,SOCIAL WORKER
CS3230,Real Estate Finance,Oilfield and gasfield Manufacturing manufacturing,,Electronic Engineer,SOCIAL WORKER
NM2220,Principles Of Property Law,Oilfield and gasfield Manufacturing manufacturing,,Electronic Engineer,SOCIAL WORKER
PL1101E,Electrical Engineering,Oilfield and gasfield Manufacturing manufacturing,,Electronic Engineer,SOCIAL WORKER
AR2223,Anatomy,Oilfield and gasfield Manufacturing manufacturing,,Electronic Engineer,SOCIAL WORKER
EG1108,Linear Algebra I,Oilfield and gasfield Manufacturing manufacturing,,Electronic Engineer,SOCIAL WORKER
LSM1101,"Communications, New Media and Society",Oilfield and gasfield Manufacturing manufacturing,,Electronic Engineer,SOCIAL WORKER
